Timestamp,Max_Relative_Error_Peak,Architecture,Activation_Func,Epochs,Run_Type,Optimizer,Learning_Rate,Loss_Total,Loss_Physics,Loss_Boundary,Loss_Data,L2_Relative_Error,Seed,n_points,Loss_Weight
2026-02-05 15:19:45,31.244008776263758,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,NN_Random,Adam,[0.001 -> 6.25e-05],6.287251635167276e-06,0,0,6.287251635167276e-06,0.012275429840873275,123,,not_weighted
2026-02-05 15:22:14,22.613942980379615,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,NN_Grid,Adam,[0.001 -> 6.25e-05],7.641347805001039e-06,0,0,7.641347805001039e-06,0.012341657594639828,123,,not_weighted
2026-02-05 15:34:07,85.76684114324944,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.007318495023159005,0.00029889527158421007,0.006878217299564034,0.00014138245201076016,0.07315215914815305,123,,not_weighted
2026-02-05 15:49:39,109.98779562542602,"[2, 80, 80, 80, 80, 80, 80, 1]",GELU,40000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.0021126076276666624,0.00013631493414128696,0.0019762926935253753,5.95689631679255e-05,0.04318145891837702,123,,not_weighted
2026-02-05 16:27:56,15.817310420924175,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,NN_Random,Adam,0.001,1.2136255700227588e-05,0,0,1.2136255700227588e-05,0.008809157142385315,123,,not_weighted
2026-02-05 16:29:45,27.32340704367179,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,NN_Grid,Adam,0.001,2.0111403572958907e-05,0,0,2.0111403572958907e-05,0.014955432141660664,123,,not_weighted
2026-02-05 16:37:58,139.18333735971697,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,PINN_DataPhys,Adam,0.001,0.013716039929685092,0.0007687213039748317,0.01239228608863509,0.0005550325370751717,0.10361860825042278,123,,not_weighted
2026-02-05 16:48:33,139.8760560773705,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,PINN_PurePhys,Adam + L-BFGS,0.001,0.0056865067350238595,0.00040415995160701364,0.0052823467834168455,9.937259253344918e-05,0.06481439377019606,123,,not_weighted
2026-02-05 16:50:23,14.590217605127364,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,NN_Random,Adam,[0.001 -> 6.25e-05],1.4364302016345587e-05,0,0,1.4364302016345587e-05,0.009480751821861998,123,,not_weighted
2026-02-05 16:52:12,32.33105492043075,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,NN_Grid,Adam,[0.001 -> 6.25e-05],2.476191626922649e-05,0,0,2.476191626922649e-05,0.015531630515717513,123,,not_weighted
2026-02-05 17:00:25,125.37077380189416,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,PINN_DataPhys,Adam,[0.001 -> 6.25e-05],0.0071563153344432525,0.0007186102126601464,0.006308259590061715,0.00012944553172139112,0.07016859308988037,123,,not_weighted
2026-02-05 17:11:00,143.16614593924456,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",Tanh,20000,PINN_PurePhys,Adam + L-BFGS,[0.001 -> 6.25e-05],0.004146415787217743,0.00046459517969696726,0.003681820607520776,0.00010484473157392808,0.05712857364825292,123,,not_weighted
2026-02-05 17:12:53,20.402736140656742,"[2, 100, 100, 100, 100, 100, 100, 100, 100, 1]",SiLU,20000,NN_Random,Adam,0.001,1.0714990173532808e-05,0,0,1.0714990173532808e-05,0.009966608483547322,123,,not_weighted
