% Model,4_roll_mill.mph
% Version,COMSOL 6.3.0.290
% Date,"Jun 9 2026, 18:24"
% Dimension,2
% Nodes,20128
% Expressions,6
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure, Viscoelastic extra stress tensor, branch 1, xx-component, Viscoelastic extra stress tensor, branch 1, xy-component, Viscoelastic extra stress tensor, branch 1, yy-component"
% Length unit,m
% x,y,u (m/s) @ lambda=0.05,v (m/s) @ lambda=0.05,p (Pa) @ lambda=0.05,vef.Te_1xx (N/m^2) @ lambda=0.05,vef.Te_1xy (N/m^2) @ lambda=0.05,vef.Te_1yy (N/m^2) @ lambda=0.05
-0.014456724502676875,-0.012542004236443508,-0.003996579736463842,0.007005849020848284,0.30078212591020087,-2.483021667291366,1.1303278666816379,3.6302838398957635
-0.014381534484329047,-0.012408766398519252,-0.004013133507950519,0.00729961662329062,0.3424457615268837,-2.560824177547702,1.2849762580968314,3.8224547583531705
-0.014356080325293697,-0.012960133365357685,-0.004384133637225279,0.006452613049198375,0.2628304849854739,-2.5087007340804734,0.6372307219341952,3.5395700950736306
-0.01442538192554585,-0.013109766158318222,-0.004332345708537373,0.006167778720922001,0.23346313753139072,-2.412273145526081,0.5346194863179187,3.3384573899950722
-0.01444696121117948,-0.012821859842299383,-0.004179705200116324,0.006588028910967121,0.2678323026651726,-2.461532812746642,0.8238539006521028,3.4913489792476216
-0.01453339754400503,-0.01268082565457119,-0.00397126764596807,0.006717074302312735,0.27234949142423237,-2.4025746625097324,1.007034117329331,3.4310736586728
-0.01429154033185361,-0.014026205718496845,-0.00460624240818096,0.004911425443066845,0.14891760386863748,-2.1257248968687716,-0.1688353848410367,2.7857711999864647
-0.01435450664838606,-0.014211636196137842,-0.004497385188265676,0.004650951922846394,0.13064688685623568,-2.0171826070880505,-0.20946576898857772,2.6048799258603137
-0.014347254001755738,-0.013711669133152473,-0.004546157169175371,0.005327788201823751,0.17462931045824595,-2.240664056162237,0.03805813843456931,2.982319508685061
-0.014414007722280733,-0.013889195372035172,-0.004451757967862562,0.00505607977291965,0.15380670851839942,-2.1324050693410137,-0.019767562860884196,2.7933608522176345
-0.014391924993277424,-0.013406155666110843,-0.004454810336185917,0.005747428892098533,0.20291707451161842,-2.3375099474572196,0.27311725015604643,3.1676769640047553
-0.014460778994342097,-0.0135728001098996,-0.004377895715127568,0.0054705784448356035,0.17961081639674473,-2.233703709008557,0.19788347126218453,2.9758463726504574
-0.014496645155149805,-0.013266351376891194,-0.004272640098207885,0.005886303488071623,0.20787285242431927,-2.3147101463892406,0.4422429952348717,3.1446164718436673
-0.023440524820074526,-0.021433179787121115,-3.0147983509735558E-5,4.657972539259423E-5,0.06058411012628163,-0.07201035063382123,0.03216574804653866,0.07268331807796401
-0.023956220285806993,-0.0211088079772553,-1.5598684900193074E-5,3.1846265181245425E-5,0.08810791460538321,-0.054286742206972584,0.037762793800056975,0.05475199735669497
-0.024476300000298826,-0.02078244613950525,-4.5356954608166555E-6,1.5772372779155794E-5,0.11880553546188222,-0.031139829889893136,0.03629449917887778,0.031370921087296715
-0.025,-0.02045454545454546,0,0,0.1539693732358896,-1.1660302410136134E-4,0.026472076628330603,1.409009869332154E-4
-0.012257566411875725,-0.014607359884488427,-0.0072447678943285765,0.0035486736398140754,0.19888867434171298,-1.6096681197570597,-2.390756327525265,2.729327330429514
-0.012128895840071582,-0.014524135553022907,-0.007537304189357527,0.003546662651275795,0.2402323976823816,-1.5768535441855607,-2.6020082572276815,2.8174236430009008
